source,title,company,description,education,experience,contract,region,skills,date,url,logo,job_type,work_mode,salary,published,modified,location,date_posted,date_ago,see_more
Emploitunisie,Agent de Charcuterie - Sfax,SHOPPING CLUB,Nous sommes à la recherche d'un  Agent de Charcuterie avec une expérience minimale d'une année,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sfax,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-charcuterie-sfax-299401,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/446111749_855101469980339_9117304200450020666_n.jpg?itok=gDo3p69M,,,,,,,,,
Emploitunisie,Graphic Designer - Zayet 4070 Msaken,STIT,"Vous êtes passionné(e) par le design et la création visuelle ? Vous souhaitez contribuer à des projets authentiques dans une usine de fabrication de tapis tout en développant vos compétences ? Rejoignez-nous rapidement : nous recherchons 2 designers graphiques talentueux et créatifs , disponibles dès que possible ! Missions / Responsabilités : Concevoir des motifs et designs innovants pour nos collections de tapis. Collaborer avec l’équipe de production pour assurer la faisabilité des créations. Participer au développement de nouvelles gammes décoratives. Préparer les fichiers techniques pour la fabrication. Suivre la qualité visuelle des produits finis.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sousse,Communication - Design - Fabrication - Maintenance - Marketing - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/graphic-designer-zayet-4070-msaken-299706,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_png_1.png?itok=1XQWHGbq,,,,,,,,,
Emploitunisie,Technicien Métrologie - Sousse,TUNISIE PLASTIQUES SYSTEMES,"Nous sommes à la recherche des  Techniciens Métrologie. Missions : Traiter les demandes de métrologie et les intégrer au planning Élaborer la méthode de mesure appropriée en fonction de la demande Créer des programmes sur machine 3D Effectuer ou sous-traiter les mesures dimensionnelles et essais demandés Traiter les données pour élaborer les rapports de contrôle Vérifier le rapport de contrôle et le transférer au demandeur Gérer les moyens de mesure, de contrôle et d’essai",Bac+3 & Bac+4,N/A,CDI,Sousse,Cotation Fonctionnelle - Machines - Maintenance - Métrologie - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-metrologie-sousse-299712,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Responsable Développement Commercial (H/F) - Ariana,EUROMAGHREB,"Qui sommes-nous ? Entreprise Leader dans son domaine, Partenaire de marques mondiales avec des  solutions techniques de pointe indispensables pour des secteurs exigeants tels que la  pharmacie, la biotechnologie et l’Agroalimentaire. Nous Rejoindre, , c’est intégrer une équipe où  l’innovation  et  l’exigence qualité  sont au cœur de nos processus. Nous sommes à la recherche des  Responsables Développement Commercial (H/F).   Votre mission : Au sein de notre département commercial, vous serez responsable du développement des ventes pour une gamme de produits dédiés à l’industrie pharmaceutique et/ou de biotechnologie. Vos missions incluront :...","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Ariana - Ben Arous - Manouba & Tunis,Développement Commercial - Industrie - Industrie Pharmaceutique - Maintenance - Négociation - Processus - Production - Prospection - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-developpement-commercial-hf-ariana-299737,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/screenshot_2025-09-12_120914.png?itok=Y5Cov1h7,,,,,,,,,
Emploitunisie,Superviseur Prépresse - Ariana,GRAPHIKA,"Description de l'entreprise GRAPHIKA, créée en 1996, est spécialisée dans l'imprimé en continu et les étiquettes autocollantes adhésives depuis 2009. L'entreprise dispose d'une unité d’impression à technologie offset Ultra Violet de haute qualité et d'une section pré-presse capable de traiter les fichiers clients rapidement et efficacement. GRAPHIKA est également équipée d'un laboratoire pour le montage et le développement de plaques Offset, garantissant une qualité optimale. Son parc de machines neuves permet d'imprimer jusqu'à 5 couleurs offset avec des finitions sophistiquées telles que le Vernis UV et la dorure à chaud. Nous recherchons un.e Superviseur Prépresse pour rejoindre notre...","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Ariana,BTP,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/superviseur-prepresse-ariana-299782,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Assistante Administrative - Mornag,LA TUNISO FRANCAISE D'ECLAIRAGE,"Nous sommes à la recherche d'une  Assistante Administrative. Missions : Répondre aux appels téléphoniques et gérer les courriels Soutien administratif et comptable : collecte des données comptables, préparation des documents, saisie de données dans des logiciels de comptabilité… suivi de facturation, gestion des commandes fournisseur, contrôle des livraisons… Planifier et organiser des réunions et des rendez-vous Assurer le lien entre l’entreprise et les clients",Bac+3,N/A,CDD,Ben Arous,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-administrative-mornag-299849,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_abel_afrique.jpg?itok=dmZ5iBVk,,,,,,,,,
Emploitunisie,Technicien en Maintenance - Tazarka,LEFT,Nous sommes à la recherche d'un  Technicien en Maintenance.,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Nabeul,Atelier de Maintenance - Installation Frigorifique - Maintenance - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicien-maintenance-tazarka-299862,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Ingénieur Énergie Renouvelable - Tunis,SEMAPSOLAR,"Nous sommes à la recherche d'un  Ingénieur Énergie Renouvelable. Main Responsibilities Energy Audits, Analyses, and Studies Conduct specific analyses of energy-saving actions, energy audits, pre-diagnoses, COE, DPE, and POE, and ensure their implementation. Perform site visits, take measurements, and collect data related to energy consumption in factories. Monitor energy consumption in relation to energy performance contracts. Model and perform thermal simulations using specialized software. Prepare and contribute to the distribution of reports and dashboards dedicated to energy performance monitoring. Ensure the reliability of data and energy savings calculations, particularly regarding incurred costs....",Bac+5 et plus,N/A,CDI,Tunis & International,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/ingenieur-energie-renouvelable-tunis-299881,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/semap.png?itok=jmFi2W9z,,,,,,,,,
Emploitunisie,Commis de Cuisine - Tunis,TAOUFIK HOSPITALS GROUPE,"La Clinique Hannibal souhaite recruter des  Commis de Cuisine , diplômés en Cuisine ou en Hôtellerie et Restauration, pour accompagner l’équipe dans la préparation et la mise en place des repas destinés aux patients et au personnel. Missions principales : Assurer la mise en place du service en cuisine. Réaliser les préparations culinaires de base Réaliser les préparations préalables et la confection de mets simples. Dresser les plats selon les consignes du Chef de Cuisine. Appliquer rigoureusement les directives données par ses supérieurs hiérarchiques. Respecter et appliquer les règles d’hygiène et de sécurité alimentaire en vigueur.","Bac, Bac+1, Bac+2 & Bac+3",N/A,CDI,Tunis,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/commis-cuisine-tunis-299928,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/407231696_630029679339993_149316128839838402_n.png?itok=9KN8iBll,,,,,,,,,
Emploitunisie,Instrumentiste de Bloc Opératoire – Opportunité au Maroc - Casablanca,ABC SYNTHESE,"ABC Synthèse , entreprise spécialisée dans la distribution et le support de dispositifs médicaux innovants, recrute des Instrumentistes du Bloc Opératoire pour renforcer ses équipes au Maroc. Missions principales : Préparer, organiser et contrôler le matériel chirurgical. Assurer l’instrumentation durant les interventions opératoires. Garantir le respect des normes d’hygiène et de sécurité. Collaborer étroitement avec l’équipe médicale (chirurgiens, anesthésistes, infirmiers).","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,International,Bloc Opératoire - Hygiène,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/instrumentiste-bloc-operatoire-opportunite-maroc-casablanca-300234,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/abc_synthese.jpg?itok=RSog5LwD,,,,,,,,,
Emploitunisie,Agent de Sécurité - Carthage,ECOLE INTERNATIONALE DE CARTHAGE,"L’École Internationale de Carthage, établissement privé d’enseignement français homologué par l'AEFE , recrute des Agents de Sécurité . Missions : Assurer la sécurité des entrées et sorties de l’établissement. Veiller à la sécurité des élèves, du personnel et des biens. Rendre compte régulièrement à la direction ou au responsable hiérarchique.",Qualification avant bac,N/A,CDI,Tunis,Sécurité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-securite-carthage-300248,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/isc.jpeg?itok=PZBeoLJx,,,,,,,,,
Emploitunisie,Chargé de Clientèle – Soir - Sousse,ZIGZAG DELIVERY,"Zigzag Delivery,  spécialisée dans la livraison et les services de proximité, recrute un Chargé de Clientèle pour le créneau soir à Sousse . Missions principales : Assurer la coordination entre les restaurants et les clients Gérer et suivre les commandes en cours Garantir la satisfaction et le suivi des clients Remonter les informations au responsable d’agence",Bac+3,N/A,CDI,Sousse,Delivery,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/charge-clientele-soir-sousse-300290,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_zigzag_new_0.png?itok=kFwBTNeD,,,,,,,,,
Emploitunisie,Télévendeur Expérimenté - la Marsa,VOCALIS,"Vocalis, société spécialisée dans la téléprospection, recherche des Télévendeurs Expérimentés en CDI ou Free-lance, pour accompagner Clicar, un acteur majeur de la location de véhicules en France. Vous rejoindrez une équipe dynamique dédiée à la prospection téléphonique et aurez un rôle clé dans la génération de rendez-vous qualifiés pour le marché français . Vos missions : Contacter par téléphone des chauffeurs professionnels à la recherche d’un véhicule en contrat de location pour travailler sur des plateformes comme Uber ou Bolt. Générer des opportunités commerciales et obtenir 10 rendez-vous qualifiés par jour pour les commerciaux. Réaliser environ 150 appels/jour via notre CRM HubSpot (les leads...",Bac+2 & Bac+3,N/A,CDI & Freelance,Tunis,CRM - Prospection - Prospection Téléphonique - Téléprospection - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/televendeur-experimente-marsa-300292,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/vocalis_logo_simple.png?itok=jvUzEaHz,,,,,,,,,
Emploitunisie,Economics Teacher - Tunis,YOUR ZONE ACADEMY,We are looking for an Economics Teacher  to teach the international curriculum (CAMBRIDGE) in English for the IGCSE & A-LEVELS.,"Bac+3, Bac+4 & Bac+5 et plus",N/A,Freelance,Tunis,Communication - Marketing - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/economics-teacher-tunis-300674,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_yza-page-001_4.jpg?itok=dzp7laMK,,,,,,,,,
Emploitunisie,Créateur(trice) de Contenu Multimédia - Tunis,FARMAVANS,"Nous recherchons un(e) Créateur(trice) de Contenu Multimédia polyvalent(e), capable de produire des contenus créatifs et engageants pour nos projets digitaux et nos clients. La polyvalence est un atout majeur pour ce poste. Des compétences en photographie et shooting vidéo, accompagnées d’un portfolio de travaux réalisés, seront considérées comme un plus très important . Responsabilités : Concevoir et produire des contenus visuels (images, vidéos, animations). Réaliser des shootings photo et vidéo en fonction des besoins des projets. Créer des supports multimédias adaptés aux réseaux sociaux, sites web et campagnes publicitaires. Collaborer avec l’équipe marketing et communication pour valoriser les...","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Ariana - Ben Arous - Manouba & Tunis,Communication - Design - ILLUSTRATOR - Marketing - Montage - Multimédia - Photographie - PHOTOSHOP,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/createurtrice-contenu-multimedia-tunis-300703,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/farmavans.png?itok=FVmHndRf,,,,,,,,,
Emploitunisie,Community Manager - Tunis,FARMAVANS,"Nous recherchons un(e) Community Manager motivé(e), capable de gérer, animer et développer les communautés en ligne avec stratégie et créativité. Le candidat idéal sait créer de l’engagement, analyser les performances et proposer des actions innovantes. Responsabilités : Gérer et animer les réseaux sociaux de l’agence et de ses clients (Facebook, Instagram, LinkedIn, TikTok…). Créer et suivre un calendrier éditorial cohérent et attractif. Interagir avec les abonnés et modérer les échanges pour renforcer la communauté. Suivre les tendances, analyser les performances (KPI, engagement) et proposer des optimisations. Collaborer avec l’équipe marketing et créative pour assurer une communication...","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Ariana - Ben Arous - Manouba & Tunis,Communication - Gestion - Management - Marketing - Planification - Stratégie,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/community-manager-tunis-300710,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/farmavans.png?itok=FVmHndRf,,,,,,,,,
Emploitunisie,Assistante d’Accueil - Ariana,FOCUS,"Nous sommes à la recherche d'une  Assistante d’Accueil. Missions principales : Répondre aux appels téléphoniques. Transférer les communications vers les services ou postes concernés. Prendre et transmettre les messages en cas d’absence. Accueillir les visiteurs, aussi bien étrangers que tunisiens. Tâches administratives : Classer et archiver les courriers, lettres, fax et autres documents. Vérifier les besoins en fournitures de bureau et en produits d’entretien, et assurer leur approvisionnement. Évaluer les fournisseurs. Assurer le suivi et la traçabilité de toutes les opérations ainsi que la bonne passation des commandes. Réaliser toute tâche demandée par le...","Bac, Bac+1 & Bac+2",N/A,Stage,Ariana,Assistanat - Management - Secrétariat - WORD,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/assistante-accueil-ariana-300841,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/images_11.png?itok=ylIBsd0V,,,,,,,,,
Emploitunisie,Senior/Staff Software Engineer (H/F) - Charguia 2,FININFO SOLUTIONS,"Nous sommes à la recherche d'un  Senior/Staff Software Engineer (H/F) – Code Review & Architecture (Java/Spring, React, SQL) – 7 ans d'expérience ( Poste basé en Tunisie ) Missions :  Assurer un haut niveau de qualité logicielle : Conduire des revues de code exigeantes Valider les designs techniques Diffuser les bonnes pratiques sur notre stack Java/Spring, React et SQL Responsabilités Mener des code reviews (lisibilité, complexité, sécurité, performance, testabilité). Valider les designs (APIs, modularisation, patterns) et les choix techniques. Maintenir des standards de qualité (templates PR, checklists, quality gates). Renforcer la ...",Bac+5 et plus,N/A,CDI,Ariana,AZURE - DOCKER - GITLAB - GRAFANA - HIBERNATE - JAVA - JPA - REACT - REST - SONARQUBE - SPRING - SQL,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/seniorstaff-software-engineer-hf-charguia-2-300904,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/fininfo_.png?itok=gadgD6jG,,,,,,,,,
Emploitunisie,Responsable Commercial (Télétravail / Mi-temps) - Télétravail,WORLD WILD WEB,"Qui sommes-nous ? Nous sommes trois entités complémentaires, réunies par une même volonté : développer des projets créatifs, innovants et à fort potentiel en Europe. Murall : une plateforme spécialisée dans le Street Art, dédiée à la mise en relation entre artistes et clients souhaitant réaliser des fresques murales. Depuis 4 ans, nous mettons en valeur le travail de plus de 180 artistes en France, Belgique, Luxembourg et Suisse. LumyVision : une société orientée vers les solutions digitales et audiovisuelles, avec un fort accent sur la création visuelle, les contenus immersifs et les technologies appliquées à l’art et à la communication. World Wild Web : une structure dédiée à la communication et au web, avec une...","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,Freelance & Temps partiel,International,Actions Commerciales - Business Development - Communication - Développement Commercial - Management Commercial - Marketing - Marketing Digital - Négociation - Prospection - Stratégie Marketing - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-commercial-teletravail-mi-temps-teletravail-301476,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_37.jpg?itok=hZpPCdr6,,,,,,,,,
Emploitunisie,Agent de Voyages - Monastir,STE KAYAN VOYAGES,"Pour notre Agence a Monastir KAYAN VOYAGES **CATÉGORIE A( RUE DE LA RÉPUBLIQUE MONASTIR 5000 Nous Sommes a La, recherche d'un Agent de Voyages Polyvalente . Missions : En qualité d'Agent de Voyages, vous participez à la dynamisation de l'équipe. Vous participez à la création de prospects pour vos commerciaux et vous-même, à leur fidélisation afin de développer le portefeuille et participer au développement de notre Agence Monastir et de nos ventes. Vous assurez également le conseil et la vente des services et de produits.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Monastir,Hôtellerie - Restauration - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/agent-voyages-monastir-301700,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/images_12.png?itok=Iby1wgvI,,,,,,,,,
Emploitunisie,Responsable Hygiène - Sfax,MEDICAL WASTE SOLUTIONS,Nous sommes à la recherche d'un  Responsable Hygiène.,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD, Intérim, Stage, Freelance, Alternance, Temps partiel & Statutaire",Sfax,Hygiène,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-hygiene-sfax-301744,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Transitaire - Sfax Sud,SOCOMEM,"Dans le cadre du développement de nos activités, nous recherchons un(e) Transitaire motivé(e), rigoureux(se) et autonome pour intégrer notre équipe. Vous serez en charge de l’organisation et du suivi des opérations de transport international, en veillant au respect des délais, des coûts et de la réglementation en vigueur.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Sfax,Opérations de Transport - Transit - Transport - Transport International,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/transitaire-sfax-sud-301803,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo-socomem175.png?itok=l8NegtRJ,,,,,,,,,
Emploitunisie,Technicien(ne) Commerce International - Sfax Sud,SOCOMEM,"Dans le cadre du développement de notre activité à l’international, nous recrutons un(e) Technicien(ne) en Commerce International . Vous serez chargé(e) de gérer les opérations d’import/export, de suivre les commandes à l’international et d’assurer la logistique liée aux échanges commerciaux. Missions principales : Gérer les opérations administratives à l’import et à l’export Préparer les documents douaniers et suivre les procédures réglementaires Assurer la relation avec les transitaires, transporteurs et clients étrangers Suivre les commandes clients et fournisseurs à l’international Participer à la prospection et au développement commercial sur les marchés étrangers...","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI & CDD,Sfax,Développement Commercial - Prospection,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/technicienne-commerce-international-sfax-sud-301820,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo-socomem175.png?itok=l8NegtRJ,,,,,,,,,
Emploitunisie,Responsable Informatique - Sousse,GROUPE MÉDICAL LES OLIVIERS,"Groupe Médical les Oliviers cherche à recruter un Responsable Informatique  résidant à Sousse. Missions  : Assurer la gestion et la sécurisation des infrastructures informatiques, réseaux et systèmes. Monter, installer et mettre en service les différents matériels informatiques (PC, imprimante, scanner…..) Former les utilisateurs. S'occuper de la maintenance préventive et curative du système informatique. Intervenir en assistance et réparation et résoudre toutes les pannes. Garantir la sécurité du matériel et des données sur le réseau local. S’assurer de la qualité des solutions informatiques proposées. Réaliser les archivages et les sauvegardes des données.","Bac+3, Bac+4 & Bac+5 et plus",N/A,CDI,Sousse,N/A,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/responsable-informatique-sousse-301864,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/zayatine-logo.jpg?itok=WyOmBcnK,,,,,,,,,
Emploitunisie,Ingénieur Commercial Afrique – BtoB - Tunis,PRO RECRUITMENT PARTNERS,"Nous recrutons pour le compte de notre client, un(e) Ingénieur Commercial Afrique motivé(e) et sérieux(se), avec expérience BtoB dans les marchés techniques (imprimerie ou packaging possibles). Le candidat devra passer environ 50% de son temps en Algérie pour développer nos parts de marché. L’expérience au sein d’un groupe international est un plus. Missions principales : Faire connaître l’entreprise auprès des décideurs locaux et internationaux (utilisateurs finaux, administrations…) Identifier les filières de décision et développer un réseau de contacts Assurer le suivi et le développement des clients existants dans le périmètre confié (films...",Bac+5 et plus,N/A,CDI & CDD,Tunis,Facturation - Vente,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/ingenieur-commercial-afrique-btob-tunis-301917,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Topographe Opérateur - Nabeul,ASP TUNISIE,Nous recrutons un(e) jeune Topographe Opérateur motivé(e) pour rejoindre notre bureau d’études situé à Nabeul.,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"CDI, CDD, Intérim, Freelance, Temps partiel & Statutaire",Nabeul,Maintenance - Production - Qualité,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/topographe-operateur-nabeul-301940,https://www.emploitunisie.com/sites/all/themes/africawork3/img/default-logo.png,,,,,,,,,
Emploitunisie,Téléopérateur Prise de Rendez-Vous - Bizerte,MAYADCOM,Mayadcom Bizerte est un centre d'appels qui cherche des Téléopérateurs Prise de Rendez-Vous sérieux et ambitieux pour une mission de prise de rendez-vous en BTOB,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,CDD & Freelance,Bizerte,Communication - Marketing - Prospection Téléphonique - Télémarketing - Téléprospection,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/teleoperateur-prise-rendez-vous-bizerte-302023,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logo_107.png?itok=658vCa6W,,,,,,,,,
Emploitunisie,Atlassian Consultant - Cloud and Enterprise Platforms - Tunis,COLLABORATION BETTERS THE WORLD TN,"Overview:  At  CBTW  (Collaboration Betters The World), collaboration is the cornerstone of innovation and success, and the foundation of everything we implement. Present in more than 20 countries and 35 cities, we combine global expertise with a deep deep understanding of local challenges, helping our clients achieve impactful results.  Our mission  is to transform businesses and communities for a better world by offering tech and business solutions. We achieve this through the expertise of our 9 service lines, working closely with our clients to unlock their potential.  About the Role: We are seeking a highly skilled and experienced Atlassian Consultant to join our ""Cloud and...",Bac+5 et plus,N/A,CDI,Tunis,ACCESS - AGILE - BAMBOO - CONFLUENCE - GROOVY - JAVASCRIPT - JIRA - PYTHON - REST - SQL,2025-11-03,https://www.emploitunisie.com/offre-emploi-tunisie/atlassian-consultant-cloud-enterprise-platforms-tunis-302049,https://www.emploitunisie.com/sites/emploitunisie.com/files/styles/thumbnail/public/logo/logomark_classic.png?itok=vMpA229v,,,,,,,,,
TuniJobs,Développeur Senior React Native / NodeJS - Télétravail,"Expérience
5-7 ans
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
Confidentiel",,,5-7 ans,,,"React Native
React
NodeJS
+1 de plus",,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-developpeur-senior-react-native-nodejs-teletravail,https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,N/A,Télétravail complet,Confidentiel,N/A,N/A,,,,
TuniJobs,Chargé(e) de télévente (BtoB) - Télétravail,"Expérience
6-12 mois
Type d'emploi
CDI
Mode de travail
Télétravail complet
Rémunération
Confidentiel",,,6-12 mois,,,"télévente
adv",,https://www.tunijobs.com/company/backoff-solutions/jobs/backoff-solutions-charge-e-de-televente-btob-teletravail,https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F678d151af15cf2fdf8ef857f%2Fa052848d-99cb-4b03-9f5d-249c2135d260.jpg&w=128&q=75,N/A,Télétravail complet,Confidentiel,N/A,N/A,,,,
TuniJobs,Conseiller Commercial Mutuelle Santé & Prévoyance (H/F),"Expérience
6-12 mois
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
Confidentiel",,,6-12 mois,,,"Sens du service et de l'écoute, Aptitude à l'argumentation commerciale.
Dynamisme, Proactivité, Capacité d'apprentissage rapide.",,https://www.tunijobs.com/company/adam-eden-eva/jobs/adam-eden-eva-conseiller-commercial-mutuelle-sante-and-prevoyance-h-f,https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F68d12ab060b99373a90ec170%2Fc2f27f59-2123-49c2-9984-d011ff838d5c.png&w=128&q=75,N/A,Présentiel,Confidentiel,N/A,N/A,,,,
TuniJobs,Technicien Supérieur en Architecture/Décoration d'Intérieur - La Soukra,"Expérience
1-2 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
1000 - 1800 DT",,,1-2 ans,,,autocad,,https://www.tunijobs.com/company/le-sculpteur/jobs/le-sculpteur-technicien-superieur-en-architecture-decoration-dinterieur-la-soukra,https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F690a0399765cb3f4e148ad06%2F4cd6dc5b-c4d4-4172-980e-970f9a3d727b.jpg&w=128&q=75,N/A,Présentiel,1000 - 1800 DT,N/A,N/A,,,,
TuniJobs,Chef(fe) de projet IT H/F,"Expérience
5-7 ans
Type d'emploi
CDD
Mode de travail
Télétravail complet
Rémunération
Confidentiel",,,5-7 ans,,,"En tant que chef(fe) de projet IT, vous serez responsable de : Planification de projet : Définir les objectifs, les délais et les ressources nécessaires pour le projet. Élaborer un plan de projet détaillé. Gestion d'équipe : Coordonner et superviser les équipes techniques et fonctionnelles, en veillant à la bonne répartition des tâches et à la motivation des membres. Suivi de l'avancement : Assurer le suivi de l'avancement du projet, identifier les risques et les problèmes potentiels, et mettre en place des actions correctives. Communication : Servir de point de contact principal entre les parties prenantes, y compris les clients, les équipes internes et la direction. Rendre compte de l'état d'avancement et des résultats du projet. Gestion budgétaire : Établir et suivre le budget du projet, en veillant à respecter les coûts prévus et à optimiser les ressources. Tests et validation : Organiser et superviser les phases de tests pour garantir la qualité des livrables avant leur mise en production.",,https://www.tunijobs.com/company/palma-talents/jobs/palma-talents-chef-fe-de-projet-it-h-f,https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F6904ede491dd87b31ee5f1b7%2Fd74cd597-f958-43c6-b3d0-7c9e02b4c5f6.jpg&w=128&q=75,N/A,Télétravail complet,Confidentiel,N/A,N/A,,,,
TuniJobs,Ingénieur du son Live/Studio,"Expérience
5-7 ans
Type d'emploi
CDI
Mode de travail
Présentiel
Rémunération
600 - 800 DT",,,5-7 ans,,,"Logiciels: Reaper + Pro Tools + Melodyne
Langues parlées: Français & Anglais",,https://www.tunijobs.com/company/makemusic/jobs/makemusic-ingenieur-du-son-live-studio,https://www.tunijobs.com/_next/image?url=https%3A%2F%2Ftunijobs-cdn.s3.eu-south-1.amazonaws.com%2Ffiles-dev%2Forganizations%2F69089f7c83dab8a0fd23c7ae%2Fc6363a54-dc18-40cb-9f2f-e8ad1a7795a0.jpg&w=128&q=75,N/A,Présentiel,600 - 800 DT,N/A,N/A,,,,
